product_id,inventory_id,store_id,transaction_id,film_title,film_description,special_features,film_category,film_language,rating,length_of_film,number_of_days_rented,rental_rate,replacement_cost
138,633,1,147,"CHARIOTS CONSPIRACY","A Unbelieveable Epistle of a Robot And a Husband who must Chase a Robot in The First Manned Space Station","Deleted Scenes,Behind the Scenes",Sci-Fi,English,R,71,5,2.99,29.99
139,638,1,592,"CHASING FIGHT","A Astounding Saga of a Technical Writer And a Butler who must Battle a Butler in A Shark Tank","Trailers,Commentaries",Family,English,PG,114,7,4.99,21.99
140,644,1,560,"CHEAPER CLYDE","A Emotional Character Study of a Pioneer And a Girl who must Discover a Dog in Ancient Japan","Trailers,Commentaries,Behind the Scenes",Sci-Fi,English,G,87,6,0.99,23.99
141,649,1,10675,"CHICAGO NORTH","A Fateful Yarn of a Mad Cow And a Waitress who must Battle a Student in California","Deleted Scenes,Behind the Scenes",Games,English,PG-13,185,6,4.99,11.99
142,654,1,1227,"CHICKEN HELLFIGHTERS","A Emotional Drama of a Dog And a Explorer who must Outrace a Technical Writer in Australia","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Documentary,English,PG,122,3,0.99,24.99
143,659,1,3153,"CHILL LUCK","A Lacklusture Epistle of a Boat And a Technical Writer who must Fight a A Shark in The Canadian Rockies","Trailers,Commentaries,Deleted Scenes",Drama,English,PG,142,6,0.99,17.99
144,NULL,NULL,NULL,"CHINATOWN GLADIATOR","A Brilliant Panorama of a Technical Writer And a Lumberjack who must Escape a Butler in Ancient India","Trailers,Commentaries,Deleted Scenes",New,English,PG,61,7,4.99,24.99
145,666,2,1139,"CHISUM BEHAVIOR","A Epic Documentary of a Sumo Wrestler And a Butler who must Kill a Car in Ancient India","Trailers,Commentaries,Behind the Scenes",Family,English,G,124,5,4.99,25.99
146,669,1,6807,"CHITTY LOCK","A Boring Epistle of a Boat And a Database Administrator who must Kill a Sumo Wrestler in The First Manned Space Station",Commentaries,Drama,English,G,107,6,2.99,24.99
147,672,1,2775,"CHOCOLAT HARRY","A Action-Packed Epistle of a Dentist And a Moose who must Meet a Mad Cow in Ancient Japan","Commentaries,Behind the Scenes",Family,English,NC-17,101,5,0.99,16.99
148,NULL,NULL,NULL,"CHOCOLATE DUCK","A Unbelieveable Story of a Mad Scientist And a Technical Writer who must Discover a Composer in Ancient China","Trailers,Commentaries,Behind the Scenes",Foreign,English,R,132,3,2.99,13.99
149,678,1,8285,"CHRISTMAS MOONSHINE","A Action-Packed Epistle of a Feminist And a Astronaut who must Conquer a Boat in A Manhattan Penthouse","Trailers,Commentaries,Behind the Scenes",Children,English,NC-17,150,7,0.99,21.99
150,684,1,11130,"CIDER DESIRE","A Stunning Character Study of a Composer And a Mad Cow who must Succumb a Cat in Soviet Georgia","Behind the Scenes",Documentary,English,PG,101,7,2.99,9.99
151,690,1,10974,"CINCINATTI WHISPERER","A Brilliant Saga of a Pastry Chef And a Hunter who must Confront a Butler in Berlin","Deleted Scenes",Sci-Fi,English,NC-17,143,5,4.99,26.99
152,694,1,1626,"CIRCUS YOUTH","A Thoughtful Drama of a Pastry Chef And a Dentist who must Pursue a Girl in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",Children,English,PG-13,90,5,2.99,13.99
153,698,1,1279,"CITIZEN SHREK","A Fanciful Character Study of a Technical Writer And a Husband who must Redeem a Robot in The Outback","Commentaries,Deleted Scenes",Sci-Fi,English,G,165,7,0.99,18.99
154,702,1,5593,"CLASH FREDDY","A Amazing Yarn of a Composer And a Squirrel who must Escape a Astronaut in Australia","Commentaries,Deleted Scenes",Animation,English,G,81,6,2.99,12.99
155,709,1,1002,"CLEOPATRA DEVIL","A Fanciful Documentary of a Crocodile And a Technical Writer who must Fight a A Shark in A Baloon","Trailers,Deleted Scenes,Behind the Scenes",New,English,PG-13,150,6,0.99,26.99
156,714,2,7014,"CLERKS ANGELS","A Thrilling Display of a Sumo Wrestler And a Girl who must Confront a Man in A Baloon",Commentaries,Documentary,English,G,164,3,4.99,15.99
157,716,2,1559,"CLOCKWORK PARADISE","A Insightful Documentary of a Technical Writer And a Feminist who must Challenge a Cat in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Children,English,PG-13,143,7,0.99,29.99
158,719,1,932,"CLONES PINOCCHIO","A Amazing Drama of a Car And a Robot who must Pursue a Dentist in New Orleans","Behind the Scenes",Music,English,R,124,6,2.99,16.99
159,724,1,5350,"CLOSER BANG","A Unbelieveable Panorama of a Frisbee And a Hunter who must Vanquish a Monkey in Ancient India","Trailers,Behind the Scenes",Comedy,English,R,58,5,4.99,12.99
160,731,1,2389,"CLUB GRAFFITI","A Epic Tale of a Pioneer And a Hunter who must Escape a Girl in A U-Boat","Trailers,Deleted Scenes",Animation,English,PG-13,65,4,0.99,12.99
161,736,1,3250,"CLUE GRAIL","A Taut Tale of a Butler And a Mad Scientist who must Build a Crocodile in Ancient China","Trailers,Commentaries,Behind the Scenes",Music,English,NC-17,70,6,4.99,27.99
162,738,1,10116,"CLUELESS BUCKET","A Taut Tale of a Car And a Pioneer who must Conquer a Sumo Wrestler in An Abandoned Fun House","Trailers,Deleted Scenes,Behind the Scenes",Action,English,R,95,4,2.99,13.99
163,745,2,4162,"CLYDE THEORY","A Beautiful Yarn of a Astronaut And a Frisbee who must Overcome a Explorer in A Jet Boat","Commentaries,Deleted Scenes,Behind the Scenes",New,English,PG-13,139,4,0.99,29.99
164,748,1,11446,"COAST RAINBOW","A Astounding Documentary of a Mad Cow And a Pioneer who must Challenge a Butler in The Sahara Desert","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Documentary,English,PG,55,4,0.99,20.99
165,753,1,1395,"COLDBLOODED DARLING","A Brilliant Panorama of a Dentist And a Moose who must Find a Student in The Gulf of Mexico","Trailers,Deleted Scenes",Sci-Fi,English,G,70,7,4.99,27.99
166,758,1,4608,"COLOR PHILADELPHIA","A Thoughtful Panorama of a Car And a Crocodile who must Sink a Monkey in The Sahara Desert","Commentaries,Behind the Scenes",Classics,English,G,149,6,2.99,19.99
167,764,1,212,"COMA HEAD","A Awe-Inspiring Drama of a Boy And a Frisbee who must Escape a Pastry Chef in California",Commentaries,Travel,English,NC-17,109,6,4.99,10.99
168,771,1,1363,"COMANCHEROS ENEMY","A Boring Saga of a Lumberjack And a Monkey who must Find a Monkey in The Gulf of Mexico","Trailers,Behind the Scenes",Children,English,R,67,5,0.99,23.99
169,773,1,4248,"COMFORTS RUSH","A Unbelieveable Panorama of a Pioneer And a Husband who must Meet a Mad Cow in An Abandoned Mine Shaft","Commentaries,Behind the Scenes",Travel,English,NC-17,76,3,2.99,19.99
170,777,1,8988,"COMMAND DARLING","A Awe-Inspiring Tale of a Forensic Psychologist And a Woman who must Challenge a Database Administrator in Ancient Japan","Behind the Scenes",Foreign,English,PG-13,120,5,4.99,28.99
171,NULL,NULL,NULL,"COMMANDMENTS EXPRESS","A Fanciful Saga of a Student And a Mad Scientist who must Battle a Hunter in An Abandoned Mine Shaft","Trailers,Commentaries,Deleted Scenes",Horror,English,R,59,6,4.99,13.99
172,783,1,4419,"CONEHEADS SMOOCHY","A Touching Story of a Womanizer And a Composer who must Pursue a Husband in Nigeria","Deleted Scenes,Behind the Scenes",Drama,English,NC-17,112,7,4.99,12.99
173,790,1,9036,"CONFESSIONS MAGUIRE","A Insightful Story of a Car And a Boy who must Battle a Technical Writer in A Baloon","Behind the Scenes",Drama,English,PG-13,65,7,4.99,25.99
174,795,1,6823,"CONFIDENTIAL INTERVIEW","A Stunning Reflection of a Cat And a Woman who must Find a Astronaut in Ancient Japan",Commentaries,Music,English,NC-17,180,6,4.99,13.99
175,803,1,10596,"CONFUSED CANDLES","A Stunning Epistle of a Cat And a Forensic Psychologist who must Confront a Pioneer in A Baloon","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Family,English,PG-13,122,3,2.99,27.99
176,808,1,4247,"CONGENIALITY QUEST","A Touching Documentary of a Cat And a Pastry Chef who must Find a Lumberjack in A Baloon","Commentaries,Behind the Scenes",Sports,English,PG-13,87,6,0.99,21.99
177,814,2,2093,"CONNECTICUT TRAMP","A Unbelieveable Drama of a Crocodile And a Mad Cow who must Reach a Dentist in A Shark Tank","Commentaries,Deleted Scenes",Sci-Fi,English,R,172,4,4.99,20.99
178,817,1,7922,"CONNECTION MICROCOSMOS","A Fateful Documentary of a Crocodile And a Husband who must Face a Husband in The First Manned Space Station","Deleted Scenes,Behind the Scenes",Comedy,English,G,115,6,0.99,25.99
179,819,1,707,"CONQUERER NUTS","A Taut Drama of a Mad Scientist And a Man who must Escape a Pioneer in An Abandoned Mine Shaft","Commentaries,Deleted Scenes,Behind the Scenes",Drama,English,G,173,4,4.99,14.99
180,823,2,8333,"CONSPIRACY SPIRIT","A Awe-Inspiring Story of a Student And a Frisbee who must Conquer a Crocodile in An Abandoned Mine Shaft","Trailers,Commentaries",Classics,English,PG-13,184,4,2.99,27.99
181,825,1,6050,"CONTACT ANONYMOUS","A Insightful Display of a A Shark And a Monkey who must Face a Database Administrator in Ancient India",Commentaries,Travel,English,PG-13,166,7,2.99,10.99
182,832,1,7663,"CONTROL ANTHEM","A Fateful Documentary of a Robot And a Student who must Battle a Cat in A Monastery",Commentaries,Comedy,English,G,185,7,4.99,9.99
183,834,1,5955,"CONVERSATION DOWNHILL","A Taut Character Study of a Husband And a Waitress who must Sink a Squirrel in A MySQL Convention",Commentaries,Family,English,R,112,4,4.99,14.99
184,840,1,4815,"CORE SUIT","A Unbelieveable Tale of a Car And a Explorer who must Confront a Boat in A Manhattan Penthouse","Deleted Scenes",Classics,English,PG-13,92,3,2.99,24.99
185,845,1,3643,"COWBOY DOOM","A Astounding Drama of a Boy And a Lumberjack who must Fight a Butler in A Baloon","Commentaries,Deleted Scenes,Behind the Scenes",Foreign,English,PG,146,3,2.99,10.99
186,847,1,143,"CRAFT OUTFIELD","A Lacklusture Display of a Explorer And a Hunter who must Succumb a Database Administrator in A Baloon Factory","Deleted Scenes,Behind the Scenes",Drama,English,NC-17,64,6,0.99,17.99
187,851,2,176,"CRANES RESERVOIR","A Fanciful Documentary of a Teacher And a Dog who must Outgun a Forensic Psychologist in A Baloon Factory",Commentaries,Sports,English,NC-17,57,5,2.99,12.99
188,854,1,3091,"CRAZY HOME","A Fanciful Panorama of a Boy And a Woman who must Vanquish a Database Administrator in The Outback","Commentaries,Deleted Scenes",Comedy,English,PG,136,7,2.99,24.99
189,857,1,10375,"CREATURES SHAKESPEARE","A Emotional Drama of a Womanizer And a Squirrel who must Vanquish a Crocodile in Ancient India","Trailers,Deleted Scenes",Games,English,NC-17,139,3,0.99,23.99
190,863,2,2450,"CREEPERS KANE","A Awe-Inspiring Reflection of a Squirrel And a Boat who must Outrace a Car in A Jet Boat","Trailers,Behind the Scenes",Classics,English,NC-17,172,5,4.99,23.99
191,867,1,7094,"CROOKED FROGMEN","A Unbelieveable Drama of a Hunter And a Database Administrator who must Battle a Crocodile in An Abandoned Amusement Park","Commentaries,Deleted Scenes,Behind the Scenes",Children,English,PG-13,143,6,0.99,27.99
192,NULL,NULL,NULL,"CROSSING DIVORCE","A Beautiful Documentary of a Dog And a Robot who must Redeem a Womanizer in Berlin","Commentaries,Deleted Scenes,Behind the Scenes",Foreign,English,R,50,4,4.99,19.99
193,873,1,4682,"CROSSROADS CASUALTIES","A Intrepid Documentary of a Sumo Wrestler And a Astronaut who must Battle a Composer in The Outback","Trailers,Commentaries,Behind the Scenes",Animation,English,G,153,5,2.99,20.99
194,881,1,6052,"CROW GREASE","A Awe-Inspiring Documentary of a Woman And a Husband who must Sink a Database Administrator in The First Manned Space Station","Trailers,Commentaries,Behind the Scenes",Action,English,PG,104,6,0.99,22.99
195,NULL,NULL,NULL,"CROWDS TELEMARK","A Intrepid Documentary of a Astronaut And a Forensic Psychologist who must Find a Frisbee in An Abandoned Fun House","Trailers,Behind the Scenes",Sci-Fi,English,R,112,3,4.99,16.99
196,885,1,10318,"CRUELTY UNFORGIVEN","A Brilliant Tale of a Car And a Moose who must Battle a Dentist in Nigeria","Deleted Scenes,Behind the Scenes",Classics,English,G,69,7,0.99,29.99
197,887,1,157,"CRUSADE HONEY","A Fast-Paced Reflection of a Explorer And a Butler who must Battle a Madman in An Abandoned Amusement Park",Commentaries,Sports,English,R,112,4,2.99,27.99
198,NULL,NULL,NULL,"CRYSTAL BREAKING","A Fast-Paced Character Study of a Feminist And a Explorer who must Face a Pastry Chef in Ancient Japan","Trailers,Commentaries",Foreign,English,NC-17,184,6,2.99,22.99
199,889,1,2475,"CUPBOARD SINNERS","A Emotional Reflection of a Frisbee And a Boat who must Reach a Pastry Chef in An Abandoned Amusement Park","Behind the Scenes",Documentary,English,R,56,4,2.99,29.99
200,897,1,6834,"CURTAIN VIDEOTAPE","A Boring Reflection of a Dentist And a Mad Cow who must Chase a Secret Agent in A Shark Tank","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Games,English,PG-13,133,7,0.99,27.99
201,905,1,6510,"CYCLONE FAMILY","A Lacklusture Drama of a Student And a Monkey who must Sink a Womanizer in A MySQL Convention","Trailers,Deleted Scenes",Foreign,English,PG,176,7,2.99,18.99
202,909,1,150,"DADDY PITTSBURGH","A Epic Story of a A Shark And a Student who must Confront a Explorer in The Gulf of Mexico","Deleted Scenes,Behind the Scenes",Comedy,English,G,161,5,4.99,26.99
203,912,2,3375,"DAISY MENAGERIE","A Fast-Paced Saga of a Pastry Chef And a Monkey who must Sink a Composer in Ancient India","Trailers,Commentaries,Behind the Scenes",Sci-Fi,English,G,84,5,4.99,9.99
204,916,1,5884,"DALMATIONS SWEDEN","A Emotional Epistle of a Moose And a Hunter who must Overcome a Robot in A Manhattan Penthouse","Trailers,Commentaries,Deleted Scenes",Drama,English,PG,106,4,0.99,25.99
205,922,1,3665,"DANCES NONE","A Insightful Reflection of a A Shark And a Dog who must Kill a Butler in An Abandoned Amusement Park","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Action,English,NC-17,58,3,0.99,22.99
206,926,1,7287,"DANCING FEVER","A Stunning Story of a Explorer And a Forensic Psychologist who must Face a Crocodile in A Shark Tank","Commentaries,Behind the Scenes",Documentary,English,G,144,6,0.99,25.99
207,934,1,5697,"DANGEROUS UPTOWN","A Unbelieveable Story of a Mad Scientist And a Woman who must Overcome a Dog in California",Commentaries,Foreign,English,PG,121,7,4.99,26.99
208,938,1,846,"DARES PLUTO","A Fateful Story of a Robot And a Dentist who must Defeat a Astronaut in New Orleans","Commentaries,Behind the Scenes",Animation,English,PG-13,89,7,2.99,16.99
209,941,1,6266,"DARKNESS WAR","A Touching Documentary of a Husband And a Hunter who must Escape a Boy in The Sahara Desert","Deleted Scenes,Behind the Scenes",Drama,English,NC-17,99,6,2.99,24.99
210,945,2,5579,"DARKO DORADO","A Stunning Reflection of a Frisbee And a Husband who must Redeem a Dog in New Orleans","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Action,English,NC-17,130,3,4.99,13.99
211,948,1,3285,"DARLING BREAKING","A Brilliant Documentary of a Astronaut And a Squirrel who must Succumb a Student in The Gulf of Mexico","Commentaries,Behind the Scenes",Games,English,PG-13,165,7,4.99,20.99
212,950,1,1275,"DARN FORRESTER","A Fateful Story of a A Shark And a Explorer who must Succumb a Technical Writer in A Jet Boat","Deleted Scenes",Action,English,G,185,7,4.99,14.99
213,955,1,383,"DATE SPEED","A Touching Saga of a Composer And a Moose who must Discover a Dentist in A MySQL Convention",Commentaries,Family,English,R,104,4,0.99,19.99
214,959,2,3546,"DAUGHTER MADIGAN","A Beautiful Tale of a Hunter And a Mad Scientist who must Confront a Squirrel in The First Manned Space Station",Trailers,Children,English,PG-13,59,3,4.99,13.99
215,963,1,4562,"DAWN POND","A Thoughtful Documentary of a Dentist And a Forensic Psychologist who must Defeat a Waitress in Berlin","Trailers,Deleted Scenes,Behind the Scenes",Games,English,PG,57,4,4.99,27.99
216,969,1,9161,"DAY UNFAITHFUL","A Stunning Documentary of a Composer And a Mad Scientist who must Find a Technical Writer in A U-Boat","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",New,English,G,113,3,4.99,16.99
217,NULL,NULL,NULL,"DAZED PUNK","A Action-Packed Story of a Pioneer And a Technical Writer who must Discover a Forensic Psychologist in An Abandoned Amusement Park","Commentaries,Deleted Scenes",Games,English,G,120,6,4.99,20.99
218,974,1,7315,"DECEIVER BETRAYED","A Taut Story of a Moose And a Squirrel who must Build a Husband in Ancient India","Trailers,Commentaries,Deleted Scenes,Behind the Scenes",Drama,English,NC-17,122,7,0.99,22.99
219,981,1,8516,"DEEP CRUSADE","A Amazing Tale of a Crocodile And a Squirrel who must Discover a Composer in Australia","Commentaries,Behind the Scenes",Documentary,English,PG-13,51,6,4.99,20.99
220,985,1,8618,"DEER VIRGINIAN","A Thoughtful Story of a Mad Cow And a Womanizer who must Overcome a Mad Scientist in Soviet Georgia","Deleted Scenes",Music,English,NC-17,106,7,2.99,13.99
221,NULL,NULL,NULL,"DELIVERANCE MULHOLLAND","A Astounding Saga of a Monkey And a Moose who must Conquer a Butler in A Shark Tank","Deleted Scenes",Documentary,English,R,100,4,0.99,9.99
222,993,1,4132,"DESERT POSEIDON","A Brilliant Documentary of a Butler And a Frisbee who must Build a Astronaut in New Orleans","Trailers,Behind the Scenes",Horror,English,R,64,4,4.99,27.99
223,999,2,2942,"DESIRE ALIEN","A Fast-Paced Tale of a Dog And a Forensic Psychologist who must Meet a Astronaut in The First Manned Space Station","Deleted Scenes",Animation,English,NC-17,76,7,2.99,24.99
224,1001,1,6203,"DESPERATE TRAINSPOTTING","A Epic Yarn of a Forensic Psychologist And a Teacher who must Face a Lumberjack in California","Deleted Scenes",Travel,English,G,81,7,4.99,29.99
225,1003,1,3225,"DESTINATION JERK","A Beautiful Yarn of a Teacher And a Cat who must Build a Car in A U-Boat","Trailers,Commentaries,Behind the Scenes",Drama,English,PG-13,76,3,0.99,19.99
226,1006,1,9335,"DESTINY SATURDAY","A Touching Drama of a Crocodile And a Crocodile who must Conquer a Explorer in Soviet Georgia","Trailers,Commentaries,Behind the Scenes",New,English,G,56,4,4.99,20.99
227,1011,1,11139,"DETAILS PACKER","A Epic Saga of a Waitress And a Composer who must Face a Boat in A U-Boat","Commentaries,Deleted Scenes",Games,English,R,88,4,4.99,17.99
228,1016,1,8921,"DETECTIVE VISION","A Fanciful Documentary of a Pioneer And a Woman who must Redeem a Hunter in Ancient Japan","Trailers,Commentaries,Behind the Scenes",Classics,English,PG-13,143,4,0.99,16.99
